company,job,summary
KPMG,"Associate - AI, NLP, and Platforms Consultant"," Understanding of data preparation, machine learning, deep learning, natural language processing; Leverage a variety of tools and approaches to solve complex..."
Gallup,Data Engineer," Ongoing learning and development opportunities. Minimum of at least one year experience in the fundamentals of machine learning and statistics, with an emphasis..."
Wells Fargo,PhD Quantitative Associate - Credit & Operational Risk Track," Data analytics, modeling, statistical inference, computing, big data and machine learning. At Wells Fargo, we want to satisfy our customers’ financial needs and..."
Honeywell,Senior Data Scientist.," Provide data modeling, mining, pattern analysis, data visualization, machine learning and deep learning solutions to address customer needs...."
OpenText,"Senior Account Executive, Analytics"," Completed post-secondary education and a passion for continuous learning. OpenText Analytics latest release, Magellan, is a cognitive platform comprised of pre..."
Xylem,"Team Lead – Informatics. Sensus USA Inc. Atlanta, Georgia"," Requires a Master’s degree in Computer Science, Machine Learning, Statistics, Operations Research, Industrial Engineering or related or equivalent...."
IBM,Information Architect," Training and Learning. Develop roadmaps and implementation strategy around data science initiatives including recommendation engines, predictive modeling, and..."
Cotiviti,Principal Engineer," At Cotiviti, our mission is to identify and eliminate the estimated 600 billion dollars of waste, abuse and low-value care annually in the United States through..."
Primerica,Head of Data & Analytics Practice Lead," The ideal candidate understands the power of data, including personal experience building algorithmic models, which ideally utilize the latest tools, including..."
The Home Depot,"Data Scientist, Online"," Develop algorithms on large-scale datasets using deep learning, machine learning, statistical modeling, and data mining techniques...."
Catalina Marketing,"Director, Digital Analytics"," Research and test new measurement and targeting methodologies using machine learning techniques. Key areas of expertise will include data extraction, big data,..."
Amazon.com,"Sr. Sales Manager, Database and Analytics Specialist Sales"," Experience selling database, analytics, and machine learning technologies. Would you like to build and lead a Specialized Sales team focused on accelerating..."
MModal,Software Engineer, Have experience in machine learning or big data systems. We are seeking an Engineer who enjoys learning new technologies and creating innovative solutions to...
TSYS,"Product Engineer, Digital Innovation Team"," Experience designing and developing large distributed, mobile, machine learning, responsive web or API software systems...."
The Home Depot,DATA SCIENTIST - Supply Chain," Utilizes industry-leading standards for working with very large datasets to extract meaningful business information using statistics, machine learning, and..."
CrowdStrike,"Director, Technical Sales Enablement"," Experience using cutting edge enablement platforms with mobile learning, experiential learning, gamification, and robust tracking and reporting features...."
AnswerRocket,Software Developer/Engineer," Our software uses natural language data discovery and machine learning algorithms to enable business leaders to make better, faster decisions...."
Candid Partners,"Senior Data Analyst (Python, SQL)"," Apply data, statistical modeling or machine learning algorithms to optimize marketing efforts with respect to customer acquisition, retention, and attrition...."
Cox Communications,Principal Data Analyst," Experience /Exposure to predictive modelling - Machine Learning , Deep Learning. These imperatives are advanced analytics, delivery, machine learning &amp; self..."
Amazon.com,"Sr. Manager, Solutions Architecture"," Have a strong understanding of database, analytics, and machine learning solutions. Amazon Web Services (AWS) is looking for an experienced and motivated..."
Equifax,Data Scientist," Experience with state of the art machine learning algorithms such as neural networks, support vector machines, ensemble models, kernel-based methods genetic..."
GEORGIA-PACIFIC,Automation Analyst," Machine learning, RPA, data analytics, natural language processing, etc.). Experience with cognitive computing, artificial intelligence, machine learning, data..."
TSYS,"Associate Director, Engineering, Digital Innovation Team"," We build a wide variety of solutions from automated infrastructure and cloud-based systems, to machine learning and user experiences for web, mobile and IoT...."
"Pandora Media, Inc.","Senior Scientist, Advertising", Experience with large scale applications in machine learning &amp; statistical techniques using Python. Use machine learning and information retrieval techniques to...
KPMG,"Machine Learning Engineer, Manager"," Innovate. Collaborate. Shine. Lighthouse — KPMG's Center of Excellence for Advanced Analytics — has both applied data science, AI, and big data architecture..."
KPMG,"Associate, ML Pipelines for AI Consultant"," Broad, versatile knowledge of analytics and data science landscape, combined with strong business consulting acumen, enabling the identification, design and..."
The Home Depot,DATA SCIENTIST - SPACE OPTIMIZATION," Data mining, optimization, statistics, machine learning, programming, data modeling, database design, retail domain knowledge, and reporting...."
Emory University,Post Doctoral Fellow - Biomedical Informatics," The Emory University Department of Biomedical Informatics is recruiting for a post doctorate in the area of computer vision, image processing, machine learning,..."
Fractal Industries,Regional Sales Manager," We currently work with new and exciting technologies in cybersecurity, machine learning, artificial intelligence and DevOps where we are building intelligent..."
Delta Air Lines,Java Developer," Experience or familiarity with Artificial Intelligence (AI), Machine Learning (ML), or Chatbot technologies or best practices a plus...."
Emory University,Informatics Analyst III (LITS), Experience with advanced processing techniques such as natural language processing and machine learning are desirable but not required....
Emory University,Post Doctoral Fellow," Responsibilities include joining the research team of the Emory Healthy Aging Study (EHAS), a $25 million project, and conducting research in one or more of the..."
Bridgevine Inc.,Digital Merchandising Manager," Join our dynamic Technology Team and make an impact at Bridgevine Inc., the leading provider of customer acquisition solutions for iconic home service brands..."
