company,job,summary
MAPFRE,Técnico de Seguridad - (Ley de protección de datos)," Redes Sociales, Cloud, Big Data. Cumplimiento de las obligaciones de control y administrativas indicadas en la normativa de protección de datos vigente y el..."
atSistemas,"Analista / Programador Big Data - Scala, Spark", Buscamos incorporar un Analista o Programador Big Data entre 1 y 2 años de experiencia para trabajar en un proyecto muy interesante desde el punto de vista de...
BayBridgeDigital,DIGITAL TRANSFORMATION ARCHITECT," The frequency of change, quality of data and risk mitigation. Within BayBridgeDigital, the Digital Transformation Architect (DTA) help transform...."
Airbus Group,Internship - System General, Application of new methods for statistical analysis (Big Data / Data Science) for predictive capabilities. Airbus AOSL Getafe....
Catenon,Group Controller, Prepare reporting and analysis of business data using the Management. Work experience of consulting in one of the big six account firm and the Financial Account...
Hiring IT,BIG DATA DEVELOPER, Experiencia real demostrable en BIG DATA. Desarrolladores con al menos 3 años de experiencia en Java y/o Scala con Interés Big Data....
The Boston Consulting Group,Senior Analyst - Data Engineer," Experience in core big data engineering activities (one or more of the following):. Data Engineers, Data Scientists, Scientific Modelers, Scientific Programmers..."
Spring Professional,BIG DATA ENGINEER," ¿ERES BIG DATA ENGINEER? Buscamos Big Data Engineer para uno de nuestros clientes, contrato indefinido y de incorporación directa...."
BNP Paribas,VIE CHEF DE PROJET TRANSFORMATION NUMÉRIQUE H/F - MADRID," Vous avez des compétences en Réseaux Sociaux, en Intelligence Artificielle, en Big Data. VIE CHEF DE PROJET TRANSFORMATION NUMÉRIQUE H/F - MADRID (NUMÉRO DE L..."
The Cocktail,Business Intelligence Consultant," Que tengas conocimiento / experiencia en tecnologías de Big Data (ecosistema Hadoop y principales distribuciones, bases de datos NoSQL...)...."
atSistemas,Desarrolladores Frontend- Angular," Desarrollo de Sistemas de Información, eCommerce, Aplicaciones móviles, Integración Continua, Metodologías ágiles, Explotación de Sistemas, Servicios..."
TrustYou,QA Engineer," Our employees are experts in big data, machine learning, natural language processing, interactive JavaScript applications and web technologies...."
Accenture,Data Scientist Advanced Analytics expert (Madrid)," Knowledge of big data platforms as Hadoop, Cassandra, MongoDB, Hive, Spark ... Provide hands-on Statistical Tool development, data processing, and statistical..."
EXPERIAN,Data Engineer - Analyst," Big data knowledge. Analysis of Experian data source and other data sources in a big data platform. Willingness to learn data extraction, formulation and..."
Qlik,Customer Success Engineer," Big data developer designs solutions capturing and analyzing data from big data technologies to make data-driven decisions, as well as debugs, monitors, and..."
Criteo,"Internship - Account Strategist Spain, Sales"," Join us and be part of something big. With more than $600 billion in annual commerce sales and 600 terabytes of daily shopper data, we deliver performance at..."
IBA,Proton Therapy Service Engineer Beam Physics - Madrid, Critically analyzing a large amount of data to diagnose potential technical issues. Quirónsalud was created by the merger of IDC Salud (“IDC”) and Grupo...
BETWEEN,QA Tester," En el área de Desarrollo, abarcamos proyectos web y mobile, trabajamos en ámbitos como BI, IoT, Big Data e I+D...."
Airbus Group,Military Maintenance Programs Optimization Engineer," Strong knowledge about big data and IT. ¤ IT (SW) Tools related with ""big data"" management,. ¤ In-Service data collection and analysis, including the..."
Planet Expat,Back-end Engineer, We gather big data from major short term rental market platforms such as Airbnb and online travel agents to generate analytics for our customers:....
BETWEEN,Ingenier/a Técnico en Telecomunicaciones," En el área de Desarrollo, abarcamos proyectos web y mobile, trabajamos en ámbitos como BI, IoT, Big Data e I+D...."
atSistemas,Maquetador Web," Desde nuestras oficinas de Madrid, Barcelona, Cádiz, A Coruña, Palma de Mallorca, Zaragoza y Huelva realizamos proyectos centrados en Enterprise Architecture &amp;..."
K-LAGAN ESPAÑA,Desarrollador/a Big Data," Experiencia con los kits de herramientas Big Data ML, como Mahout, SparkML o H2O. Seleccionar e integrar cualquier herramienta Big Data y frameworks requeridos..."
StudentJob Spain,Digital Marketing Internship for native spanish speaker in Hoofddorp/Amsterdam," You enjoy writing texts and working with numbers / data. You’ll respond to all clients, from big name companies to students;..."
Denodo,Sales Engineer," Assists Denodo Marketing efforts on implementing product demos to showcase Data Virtualization in enterprise scenarios, cloud deployments and Big Data projects...."
